NAME;NAME_LEN;BLURB_LEN;USD;PLEDGED;GOAL;SUCCESS_RATE;STATE;CATEGORY;SPOTLIGHT;STAFF_PICKED;CURR_TRAILING;BACKERS;START_YEAR;DAYS;;
New Winter and Water Version Inflatable Cloud Air Bag Design;60;134;0;3369,553524;32275,4169;0,1044;failed;Gadgets;False;False;False;41;2016;30;;
KYON:The pet collar re-invented;31;94;1;88701;75000;1,18268;successful;Wearables;True;False;True;362;2016;60;;
Portaplug - Rent a Power Bank. On Demand.;41;133;1;1973;45000;0,043844444;failed;Apps;False;False;True;20;2016;35,50612269;;
Apollo 7 - World's Most Compact True Wireless Earphones;55;134;1;500846;88888;5,634573846;successful;Sound;True;False;True;1602;2016;30;;
antYbuddY.com;13;135;0;839,3408004;28404,088;0,02955;failed;Web;False;False;False;10;2016;28;;
RRED: navigation révolutionnaire / revolutionary navigation;60;115;0;2489,635814;27898,205;0,08924;failed;Gadgets;False;False;False;40;2016;30;;
AirJin: control your air !;26;134;0;3483,982155;56466,4855;0,0617;failed;Hardware;False;False;False;27;2016;45,73342593;;
SoftShield: your protective apparel;35;133;0;815,9805038;153658,6663;0,005310345;failed;Wearables;False;False;False;3;2016;45;;
Kroupons;8;77;1;10;35000;0,000285714;failed;Software;False;False;True;1;2016;60;;
Loopa - now everyone can beatbox and sing acappella;51;135;0;8284,801813;52023,87324;0,15925;failed;Sound;False;True;False;84;2016;32;;
dpc. Smart phone dock with Windows 10 PC function;49;61;1;5357;35000;0,153057143;failed;Gadgets;False;False;True;29;2016;35;;
C me Entertained;16;135;1;3;65000;4,62E-05;failed;Hardware;False;False;True;3;2016;30;;
blipcast | Send TV Audio to your Smartphone's Headphones;56;135;1;37994,34;100000;0,3799434;failed;Hardware;False;False;True;413;2016;26,54194444;;
New Technology to Monitor Contamination and Clean Florida;57;101;1;471;38000;0,012394737;failed;Apps;False;False;True;8;2016;60;;
Qto-X, a Tiny Lantern;21;95;1;40368;30000;1,3456;successful;Gadgets;True;False;True;723;2016;60;;
anywhere.cab innovation global P2P TNC for taxi & limo;54;128;1;0;25000;0;failed;Web;False;False;True;0;2016;15;;
Project RoBro- The learning raspberry pi brain!;47;97;1;43225;25000;1,729;failed;Robots;False;False;True;5;2016;51,5047338;;
MyLive - Turn Your Guitar into a rec & play device;50;133;0;755,6859107;41750,6028;0,0181;failed;Sound;False;False;False;11;2016;30;;
Jillion: An Open-Source JavaScript Framework for HTTP/2;55;124;1;25;25000;0,001;failed;Software;False;False;True;2;2016;30;;
Voltaire Smart Grinder + Ever Cup Travel Mug;44;134;1;150241,14;100000;1,5024114;successful;Hardware;True;True;True;1284;2016;59,61418981;;
World's Smallest Smartphone Controlled Car;42;132;1;30694;30000;1,023133333;successful;Gadgets;True;False;True;308;2016;30;;
AI.Decider - your intelligent SMART decision maker;50;100;1;101;25000;0,00404;failed;Apps;False;False;True;6;2016;55;;
HEART 1.0 Revolutionary New Programming Language;48;128;0;13,0863845;130863,845;0,0001;failed;Software;False;False;False;1;2016;60;;
LinkX - students hiring students;32;125;1;31;100000;0,00031;failed;Makerspaces;False;False;True;4;2016;60;;
The World's First Connected Personal Safety Alarm;49;121;1;25064;25000;1,00256;successful;Gadgets;True;False;True;152;2016;30;;
The Freeze Frame;16;127;1;40;38500;0,001038961;failed;Hardware;False;False;True;2;2016;60;;
World's first wirelessly charged earbuds;40;104;0;193622,5135;56211,102;3,44456;successful;Hardware;True;False;False;1068;2016;30;;
M.D. Motivational Devices;25;135;1;100;25000;0,004;failed;Wearables;False;False;True;1;2016;30;;
Ticwatch 2: The Most Interactive Smartwatch;43;116;1;2085491;50000;41,70982;successful;Wearables;True;False;True;9955;2016;30;;
Tibetan Bed: You have only a few days to grab and ....;54;135;0;1,1128422;55642,11;0,00002;failed;Sound;False;False;False;1;2016;45;;
Snow Birds North And South;26;97;1;3;250000;0,000012;failed;Software;False;False;True;3;2016;30;;
Dreampad Pillow: Reduce Stress. Improve Sleep. Guaranteed.;58;127;1;190501;50000;3,81002;successful;Sound;True;False;True;1186;2016;30;;
XS422 Restoration;17;82;0;31441,85197;107530,2735;0,2924;failed;Flight;False;False;False;178;2016;28,62832176;;
PaperLight™ | Turn Your Computer Into a Large Smart Board!;60;134;1;3663;151000;0,024258278;failed;Hardware;False;False;True;9;2016;30;;
ROAD TO THE KINGDOM;19;135;1;1;50000;0,00002;failed;Musical;False;False;True;1;2016;29,91133102;;
The World's Lightest & Smartest E-Scooter  - ZAR;48;128;1;176524;50000;3,53048;successful;Hardware;True;False;True;541;2016;45;;
Hercules PalmTop-Palm Size Mobile PC of Invincible Resources;60;135;1;79173;71500;1,107314685;successful;Hardware;True;False;True;350;2016;30;;
Immediately Cutting Auto Greenhouse Gases - Solomons Chariot;60;135;1;1000;100000;0,01;failed;Web;False;False;True;1;2016;33,57403935;;
Endless Terrain Vehicle (ETV);29;133;1;1;37000;2,70E-05;failed;Gadgets;False;False;True;1;2016;30;;
Cyndr Sentry: The Motion Sensor for Your Work & Gaming Space;60;109;1;1839;40000;0,045975;failed;Gadgets;False;False;True;41;2016;60;;
The First Fashionable GPS Smart Watch for Kids - POMO Waffle;60;117;1;90584;30000;3,019466667;successful;Wearables;True;True;True;461;2016;45;;
Home WIFI Leak/Freeze Detector;30;124;1;50;100000;0,0005;failed;Hardware;False;False;True;2;2016;30;;
Project Genesis-Innovative Massage Shirt;40;132;1;3251;75000;0,043346667;failed;Wearables;False;False;True;27;2016;35;;
CarePRO - A childcare management software for all;49;102;1;0;30000;0;failed;Web;False;False;True;0;2016;35;;
Business & Government Management Solution;41;136;0;13,27800828;60857,53795;0,000218182;failed;Software;False;False;False;3;2016;30;;
Secure Pet GPS Tracker - Every Moment Matters;45;132;0;228,5716905;28715,0365;0,00796;failed;Wearables;False;False;False;1;2016;30;;
THE USER FRIENDLY SERVO MOTOR YOU ALWAYS HOPED EXISTED.;55;70;0;9134,861513;74259,117;0,123013333;failed;Hardware;False;False;False;44;2016;40,06756944;;
Giant Piloted Walking Robot: The Big Dig Mk I;45;114;1;3317;80000;0,0414625;failed;Robots;False;False;True;21;2016;21;;
MUSES: The First Open Source Modulator Development Board;56;131;1;4079;80000;0,0509875;failed;Hardware;False;False;True;13;2016;60;;
Status Getter;13;134;1;2;100000;0,00002;failed;Web;False;False;True;2;2016;60;;
My Jetpack;10;131;1;12;100000;0,00012;failed;Gadgets;False;False;True;10;2016;30;;
The First Magnetic, Dime-Sized iPhone Storage Expansion;55;95;1;112791;50000;2,25582;successful;Gadgets;True;False;True;1022;2016;32,49903935;;
Beehive Security;16;134;1;0;36000;0;failed;Robots;False;False;True;0;2016;30;;
Breeze - World Class Business Software;38;39;0;0;56675,2055;0;failed;Software;False;False;False;0;2016;30;;
Ettore Bikes - Most affordable folding Electric Bike ever!;58;118;1;12605;70000;0,180071429;failed;Gadgets;False;False;True;68;2016;30;;
Acanvas: The cord-free art display and streaming platform;57;127;1;125137;100000;1,25137;successful;Hardware;True;True;True;325;2016;30;;
KneeJack;8;124;1;280;50000;0,0056;failed;Wearables;False;False;True;3;2016;30;;
Lief | Smart patch that fights stress;37;81;1;405922;50000;8,11844;successful;Wearables;True;True;True;1895;2016;42,53796296;;
The Right Gift;14;96;1;1;110000;9,09E-06;failed;Web;False;False;True;1;2016;45;;
The Crane Theater;17;79;1;29089;25000;1,16356;successful;Spaces;True;True;True;305;2016;28,30328704;;
LocalBini;9;132;0;1016,85492;29262,01208;0,03475;failed;Apps;False;False;False;9;2016;30;;
MeterMagic;10;125;1;72;80000;0,0009;failed;Apps;False;False;True;5;2016;45;;
Gryphon: Smart WiFi Router to Protect the Connected Family;58;126;1;67167;50000;1,34334;successful;Gadgets;True;True;True;396;2016;51,72743056;;
HOLOS  DYMO FLEX, FITNESS, EXERCISE & TRAINING DEVICE;53;139;1;437;36000;0,012138889;failed;Gadgets;False;False;True;8;2016;30,51673611;;
Motion Sensor Real Wax Candle Timed Night Light;47;130;0;896,7275813;28332,625;0,03165;failed;Gadgets;False;False;False;27;2016;30;;
iHeart Pillow;13;35;0;303,7566769;35218,16544;0,008625;failed;Makerspaces;False;False;False;4;2016;30;;
Drive Blue;10;70;0;2,27281508;227281,508;0,00001;failed;Hardware;False;False;False;2;2016;30;;
goTenna Mesh: Off-Grid, People-Powered Connectivity Anywhere;60;127;1;582473;150000;3,883153333;successful;Gadgets;True;True;True;2902;2016;30;;
Soggl - Co-creating music;25;126;0;68,09139855;60045,325;0,001134;failed;Apps;False;False;True;12;2016;60;;
Firebringer - StarKid's New Stone Age Musical;45;126;1;154670,02;88000;1,757613864;successful;Musical;True;False;True;3722;2016;29,99946759;;
Frankfurter Brett BASIC :: 100% GROSSARTIG;42;110;0;633719,1262;108571,739;5,83687;successful;Gadgets;True;True;False;3135;2016;32,05954861;;
DoBox - portable wireless dock for Apple devices;48;115;0;98310,18941;85236,3534;1,153383333;successful;Gadgets;True;False;False;532;2016;37;;
Apparel Paris | The app that dresses you with your closet;57;135;0;4461,988632;82813,449;0,05388;failed;Apps;False;False;False;35;2016;30;;
The Nudger - Get someone's attention at the push of a button;60;133;1;251;35000;0,007171429;failed;Wearables;False;False;True;4;2016;30;;
BopPad - Smart Fabric Drum Pad from Keith McMillen;50;114;1;110661;35000;3,161742857;successful;Sound;True;True;True;507;2016;35,39549769;;
Socialite - The Social Way to Find a Home;41;127;1;10;60000;0,000166667;failed;Web;False;False;True;2;2016;30;;
Safe Multi use Carseat Child Tray;33;133;1;2;25000;0,00008;failed;Gadgets;False;False;True;2;2016;30;;
HOPE FOR CLEAN WATER -India Project-;36;136;1;7841;40000;0,196025;failed;Gadgets;False;False;True;54;2016;60;;
Netro - Scientifically Water Your Garden;40;132;1;26305,97;25000;1,0522388;successful;Hardware;True;False;True;76;2016;30;;
Kamibot | Robot Teaches Your Kids to Code;41;124;1;55235;50000;1,1047;successful;Robots;True;True;True;305;2016;30;;
New Robot to Explore the Depths of Yellowstone Lake;51;122;1;100449,5;100000;1,004495;successful;Robots;True;True;True;593;2016;30,6146875;;
The All-Go | Carbon Fiber Electric Bike;39;45;1;50335;50000;1,0067;successful;Gadgets;True;False;True;20;2016;30;;
Rollo: the world’s first roll-in cable charger;48;127;0;13735,45383;56049,3505;0,24506;failed;Gadgets;False;False;False;133;2016;40;;
ROPES USA Earphones: An All-American Audio Revolution;53;135;1;126377;100000;1,26377;successful;Wearables;True;False;True;396;2016;30;;
A Box, Named Kobo, That Talks;29;109;1;1420;30000;0,047333333;failed;Hardware;False;False;True;17;2016;40;;
Beardo;6;131;1;30470;30000;1,015666667;successful;Musical;True;False;True;245;2016;28,62827546;;
PulseBand A6 - Healthy Living: One pulse at a time;50;103;1;147800;30000;4,926666667;successful;Wearables;True;False;True;2075;2016;30;;
Aerez: Parental Controls, Internet & Device Management.;55;87;1;2783;50000;0,05566;failed;Software;False;False;True;12;2016;30;;
TeenEdTech;10;40;1;2;200000;0,00001;failed;Software;False;False;True;2;2016;20;;
KUDU Safari Braai Grill;23;110;1;94511;75000;1,260146667;successful;Hardware;True;False;True;154;2016;60;;
Car Audio World;15;132;0;2,22783636;55695,909;0,00004;failed;Web;False;False;False;2;2016;50;;
The Last Adam - Workshop NYC;28;135;1;15000;50000;0,3;failed;Musical;False;False;True;40;2016;45;;
OaSense: Shower Sensibly;24;110;1;33873;75000;0,45164;failed;Hardware;False;True;True;118;2016;30;;
iINCRE.com -- Learn a Skill from Industries;43;135;1;10;50000;0,0002;failed;Web;False;False;True;1;2016;30;;
Resus-a-Station;15;128;0;182,6085196;27197,01355;0,006714286;failed;Sound;False;False;True;6;2016;30;;
Phyzit TCM: Healthcare Waiting on You;37;122;1;775;50000;0,0155;failed;Software;False;False;True;7;2016;45;;
Get Expert Answers and Software Support In Minutes;50;132;1;603;50000;0,01206;failed;Software;False;False;True;12;2016;34;;
"Murel ""ZERO"" (True Wireless Headphones)";39;131;1;50813;50000;1,01626;successful;Sound;True;False;True;733;2016;35;;
Self Attendance App;19;129;1;111;150000;0,00074;failed;Web;False;False;True;3;2016;30;;
HOT Band: The Smart Watch Band for Any Watch;44;131;1;33344;100000;0,33344;failed;Wearables;False;False;True;250;2016;32,49983796;;
TruGlyph Creative Marketplace;29;132;1;4205,76;100000;0,0420576;failed;Apps;False;False;True;25;2016;44,37516204;;
DUNE CASE: Mini-ITX PC Case w/ Superior Thermal Dynamics;56;116;1;75283,5;130000;0,579103846;failed;Hardware;False;False;True;491;2016;44,57798611;;
Getagig;7;128;1;1;40000;0,000025;failed;Web;False;False;True;1;2016;30;;
Use auction to find home pro.;29;129;1;25;30000;0,000833333;failed;Software;False;False;True;1;2016;30;;
Nurugo Micro : The Smallest 400x Microscope for Smartphone;58;105;1;233228;50000;4,66456;successful;Gadgets;True;False;True;3784;2016;45;;
Miles to Cover;14;134;1;0;100000;0;failed;Webseries;False;False;True;0;2016;30;;
Connect. Code. Create. With SBrick Plus;39;129;1;106222;50000;2,12444;successful;Hardware;True;True;True;834;2016;30;;
iRMimic - Making TV Simple Again!;33;133;1;1350;75000;0,018;failed;Gadgets;False;False;True;8;2016;31,18208333;;
GammaRF - Bringing the airwaves to the public domain;52;65;1;268;25000;0,01072;failed;Software;False;False;True;3;2016;30;;
Javascript Video Courses from Beginner to Expert;48;134;0;183,6364442;55312,182;0,00332;failed;Software;False;False;False;5;2016;30;;
SLEEP' N' GO;12;61;1;1;200000;0,000005;failed;Software;False;False;True;1;2016;30;;
SportsFYLE | Social Networks for Each Sport;43;92;1;3287;25000;0,13148;failed;Web;False;False;True;27;2016;30;;
Slide: Make Your Existing Curtains Smart!;41;134;0;212604,8208;42191,8676;5,039;successful;Gadgets;True;False;False;1622;2016;33,66579861;;
Sgnl - Make Phone Calls with Your Fingertip, literally.;55;132;1;1469202;50000;29,38404;successful;Wearables;True;True;True;8117;2016;38;;
SetupEye - A Revolutionary Breakthrough in Golf Alignment.;58;123;0;20346,70864;48813,8769;0,416822222;failed;Hardware;False;False;False;44;2016;45;;
STINO: Nano Tech Mounting Solution for iPads;44;136;1;1895;30000;0,063166667;failed;Gadgets;False;False;True;141;2016;40;;
The Jolly Roger Telephone Co.;29;81;1;25597,38;46000;0,556464783;failed;Software;False;False;True;718;2016;25,40462963;;
MonoCharge: Wireless Charging Reimagined;40;132;1;26229;50000;0,52458;failed;Gadgets;False;False;True;265;2016;30;;
Music & Movie Streaming Distribution Platform;45;130;1;0;175000;0;failed;Software;False;False;True;0;2016;30;;
Building Violation Removal Expediter WebApp;43;123;1;0;50000;0;failed;Web;False;False;True;0;2016;30;;
Pakka - The Smart, Secure Package Delivery Portal;49;133;1;1948;100000;0,01948;failed;Gadgets;False;False;True;9;2016;31;;
iBoske: Provide solutions using actionable decision trees!;58;131;0;2891,76581;28383,38267;0,101882353;failed;Software;False;False;False;43;2016;30;;
GLOAID | Self Charging Wayfinding Systems;41;123;0;3082,062015;103598,7232;0,02975;failed;Gadgets;False;False;True;110;2016;30;;
Realiser A16: real 3D audio headphone processor;47;57;0;373115,3931;132287,906;2,82048;successful;Hardware;True;True;False;330;2016;40;;
TalePrints;10;113;0;0;38917,017;0;failed;Software;False;False;True;0;2016;30;;
Shop online. Tax Free. notaxus.;31;134;1;0;50000;0;failed;Web;False;False;True;0;2016;30;;
GoBone: All-day play for you and your dog;41;111;1;186144,69;60000;3,1024115;successful;Gadgets;True;True;True;1109;2016;30,85021991;;
litcase: First iPhone Selfie Case with Light on Front & Back;60;135;1;10783;50000;0,21566;failed;Gadgets;False;False;True;39;2016;30;;
Infinity;8;135;0;0;62441,071;0;failed;Gadgets;False;False;False;0;2016;56,46854167;;
Harriet Tubman: From Slavery to Currency- HologramEncounter;59;133;1;146;132560;0,001101388;failed;Hardware;False;False;True;5;2016;60;;
Mune: A New Kind of Electronic Instrument;41;133;0;34880,4731;77206,425;0,451782;failed;Sound;False;True;True;132;2016;40,44435185;;
NVC - A NodeJS framework just like Rails;40;133;1;22;30000;0,000733333;failed;Web;False;False;True;4;2016;60;;
International Marketing Diploma ® (E-learning);47;132;0;65,3496057;36305,3365;0,0018;failed;Web;False;False;False;3;2016;28,97059028;;
Aurai-The World's 1st Cool/Warm Water-propelled Eye Massager;60;87;1;352716;50000;7,05432;successful;Wearables;True;False;True;1938;2016;60;;
Pomocup - The ski mountaineering device;39;112;0;30677,77372;49905,28;0,61472;failed;Hardware;False;True;False;124;2016;38,64762731;;
WebEye VR: The World's First Virtual Reality Webcam;51;74;1;6585;40000;0,164625;failed;Hardware;False;True;True;39;2016;25;;
Baseball/Softball Stride Fix;28;135;1;0;30000;0;failed;Gadgets;False;False;True;0;2016;30;;
KIWI PLUG - Turn your smartphone into universal remote;54;86;0;34345,86335;34028,2662;1,009333333;successful;Gadgets;True;False;False;386;2016;30;;
CashME Community;16;46;0;10,8459399;27114,84975;0,0004;failed;Web;False;False;False;1;2016;30;;
RoTa-TIP 360 Fishing Line Guide;31;133;1;0;50000;0;failed;Gadgets;False;False;True;0;2016;45;;
Ancient Crystal Technology Meets Modern Quantum Science;55;137;1;1047;25000;0,04188;failed;Wearables;False;False;True;8;2016;36;;
Court Vision - Lighted Training Apparel;39;107;1;0;80000;0;failed;Wearables;False;False;True;0;2016;45;;
Mooltipass Mini - Your Passwords On The Go!;43;87;0;172113,5376;51153,9305;3,36462;successful;Hardware;True;True;False;1674;2016;28;;
Talelight Electronic Bumper Sticker;35;123;1;9388;75000;0,125173333;failed;Gadgets;False;False;True;36;2016;33,88594907;;
Marble: A Portable 2-in-1 USB-C Docking & Charging Station;58;135;1;150971;50000;3,01942;successful;Hardware;True;False;True;1095;2016;31,66570602;;
Crooked Compass Travel App 2.0;30;114;0;77,15944326;30258,6052;0,00255;failed;Software;False;False;True;3;2016;30;;
EasySave;8;79;1;5;65000;7,69E-05;failed;Software;False;False;True;1;2016;30;;
Freezylist.com - Real Estate Reinvented for Property Owners;59;135;1;180;25000;0,0072;failed;Web;False;False;True;4;2016;30;;
The RockLid Baseball Cap;24;118;1;2;75000;2,67E-05;failed;Wearables;False;False;True;2;2016;30;;
wardrobe;8;123;0;1,12195669;33658,7007;3,33E-05;failed;Web;False;False;False;1;2016;45;;
WizzPic: A New Photo Sharing & Messaging App;44;111;0;32757,91919;32640,4137;1,0036;successful;Apps;True;False;False;30;2016;60;;
domy home automation system;27;127;0;677542,5106;34098,3099;19,87026667;failed;Hardware;False;False;False;24;2016;60;;
BRISE, The First Air Purifier with Artificial Intelligence;58;130;0;65232,69367;31803,2439;2,051133333;successful;Hardware;True;False;False;126;2016;39,4572338;;
RoamingTails, The Connected Pet Tag;35;124;1;6663;50000;0,13326;failed;Wearables;False;False;True;96;2016;33,9994213;;
Internet Addiction Blocker Manager;34;45;1;71;30000;0,002366667;failed;Software;False;False;True;4;2016;15;;
Virtual Shoe Closet - VSC;25;135;1;12;250000;0,000048;failed;Web;False;False;True;1;2016;60;;
The DreamLine App;17;131;1;39665;38000;1,043815789;successful;Apps;True;False;True;107;2016;60;;
Hubo - Backup your photos to external storage;45;132;1;1996;250000;0,007984;failed;Gadgets;False;False;True;10;2016;30;;
Yada.Yada.Yada. An Unauthorized Seinfeld Event. 9 in 90;55;104;1;7;28000;0,00025;failed;Plays;False;False;True;1;2016;46;;
JuJube : the Frasier Crane for your text messages;49;132;1;0;25000;0;failed;Software;False;False;True;0;2016;30;;
Empower Your Workers;20;73;1;0;25000;0;failed;Software;False;False;True;0;2016;30;;
Stream Kitchen;14;103;1;5052;120000;0,0421;failed;Software;False;False;True;17;2016;30,03591435;;
Camorama: The 4K Action VR & 360 Degree Cam Made For Sharing;60;132;1;188094;30000;6,2698;successful;Gadgets;True;False;True;505;2016;45;;
The Ultimate Learning Center;28;62;1;377;35000;0,010771429;failed;Wearables;False;False;True;9;2016;35;;
Naked* with a Deck of Cards;27;115;1;37918;35000;1,083371429;successful;Immersive;True;False;True;240;2016;30;;
24/7Jobs;8;98;0;1,13569384;28392,346;0,00004;failed;Web;False;False;False;1;2016;30;;
BB AIR: SMART HEADPHONE - KNOWS WHEN TO PAUSE.;46;100;0;68668,42537;30708,0981;2,236166667;successful;Sound;True;False;False;541;2016;35;;
Store&Search Unlimited Intelligent Searchable Cloud Storage;59;106;0;236,7427347;65398,5455;0,00362;failed;Web;False;False;False;3;2016;30;;
TANKY: Professional Ready-to-Fly FPV Racing Drone;49;110;1;50601;225000;0,224893333;failed;Gadgets;False;True;True;105;2016;30;;
The roboted autoshelving intelligent library system (RAILS);59;123;0;128,0000004;106666,667;0,0012;failed;Robots;False;False;False;2;2016;57,8362037;;
Skhy Zye - What Virtual Visit Truly Means;41;128;1;1;50000;0,00002;failed;Software;False;False;True;1;2016;30;;
IZAR - A wonderful world to be.;31;132;0;0;31198,36675;0;failed;Apps;False;False;False;0;2016;30;;
Soriba or Goods Doer;20;100;1;235;250000;0,00094;failed;Web;False;False;True;5;2016;58,85042824;;
Wynd - The smartest air purifier for your personal space;56;101;1;604792,11;50000;12,0958422;successful;Gadgets;True;True;True;3456;2016;40;;
iTuuli, The Most Affordable Tru-Wireless Bluetooth Earphones;60;132;1;7458;82500;0,0904;failed;Sound;False;False;True;152;2016;60;;
The Grown Up Way to Sanitize, Store & Charge Grown Up Toys;58;135;1;25167;25000;1,00668;successful;Gadgets;True;False;True;149;2016;45,00069444;;
TRIPSTICK PRO Instrument Expansion;34;135;1;1912;30000;0,063733333;failed;Hardware;False;True;True;18;2016;30;;
Diskus | The First Portable MFI Apple Watch Charger;51;129;1;71193;55000;1,294418182;successful;Gadgets;True;False;True;1598;2016;34,24715278;;
EveeDex: Networking for Vendors and Event Planners;50;117;1;82;44000;0,001863636;failed;Web;False;False;True;4;2016;34,10381944;;
Stomp Key;9;126;1;838;60000;0,013966667;failed;Hardware;False;False;True;32;2016;30;;
Perfect Fitting Wireless Earbuds With Endless Battery Life;58;126;1;366065;50000;7,3213;successful;Sound;True;False;True;2638;2016;30;;
Better WiFi for today's Internet of Everything WiFi devices;59;134;1;433;25000;0,01732;failed;Gadgets;False;False;True;4;2016;30;;
Teknolab;8;121;0;20919,38529;43139,1065;0,484928571;failed;Makerspaces;False;False;True;99;2016;30;;
agapt - world's first activity ecosystem;40;120;1;4236;25000;0,16944;failed;Web;False;False;True;27;2016;45;;
Webblen;7;102;1;1448;40000;0,0362;failed;Software;False;False;True;15;2016;45;;
Palms Free Cell Phone Harness Holds Iphone Galaxy S Go Pro;58;135;1;298;25000;0,01192;failed;Wearables;False;False;True;6;2016;32,14923611;;
Portable Mobile Phone 2D VR Headset: Games, Movies, Drones;58;133;1;726;45000;0,016133333;failed;Gadgets;False;False;True;19;2016;30;;
Bladegenie ~ Shaving Blade Sharpening System;44;134;1;60;50000;0,0012;failed;Gadgets;False;False;True;4;2016;30;;
SmackTaunt;10;35;1;26;200000;0,00013;failed;Software;False;False;True;2;2016;30;;
Fat Battery: 4x Bigger Battery for Your iPhone!;47;130;1;29790;100000;0,2979;failed;Hardware;False;False;True;32;2016;30;;
Askey - Bring your keys to life!;32;115;0;3902,037139;51493,15872;0,075777778;failed;Wearables;False;False;False;95;2016;40;;
AdA (Author directing Author);29;130;1;30610;30000;1,020333333;successful;Plays;True;True;True;216;2016;47,35748843;;
High Quality Tube Preamp for Recording (Class A);48;115;0;23,69547915;90268,492;0,0002625;failed;Sound;False;False;False;2;2016;60;;
Netzwall - first affordable Viruswall solution for everyone!;60;132;0;2529,326387;32834,1807;0,077033333;failed;Hardware;False;False;False;12;2016;30;;
Vufine+: The Next Evolution in Wearable Displays;48;130;1;201994,01;100000;2,0199401;successful;Wearables;True;True;True;1048;2016;30;;
The Daemon Project: An Opensource AI Companion;46;72;1;206;30000;0,006866667;failed;Software;False;False;True;9;2016;14;;
FitPal  -  The Most Complete 24/7 Heart Rate Wearable;53;131;1;118304;100000;1,18304;successful;Wearables;True;False;True;634;2016;60;;
Remote Project Control Office (RPCO);36;130;0;0,79007476;39503,738;0,00002;failed;Web;False;False;True;1;2016;30;;
Panoporter: World's First Live Chat 360° Video Camera;54;133;1;30719;30000;1,023966667;successful;Gadgets;True;False;True;227;2016;38,85996528;;
Blockchain to avoid another global credit crisis;48;135;0;674,3338036;39270,6874;0,017171429;failed;Software;False;False;False;7;2016;40;;
Start a Web Design & Web development firm;41;114;1;1;100000;0,00001;failed;Web;False;False;True;1;2016;30;;
PowerBulb - LED Light Bulb with Two USB Charging Ports;54;133;1;26674,7;25000;1,066988;successful;Gadgets;True;False;True;162;2016;30;;
Driving Simulation for Young Drivers;36;123;1;33;100000;0,00033;failed;Software;False;False;True;5;2016;30;;
Falcon FPV300 : The First Racing Drone Designed for Beginner;60;119;1;31768;30000;1,058933333;successful;Flight;True;False;True;80;2016;45;;
The Wave!;9;76;1;5951;35000;0,170028571;failed;Wearables;False;False;True;96;2016;30;;
IronWire £10 cables strong enough to pull a car!;49;122;0;12454,05212;35522,111;0,3506;failed;Gadgets;False;False;False;310;2016;20;;
Infinite Electric Icing & Heating for Sport Injuries;52;128;1;810;55000;0,014727273;failed;Gadgets;False;False;True;6;2016;31,54385417;;
b-ablehotels;12;118;1;7060;97000;0,072783505;failed;Apps;False;False;True;38;2016;45;;
oombrella - unforgettable umbrella;34;134;0;67126,1735;65548,56399;1,024067797;successful;Wearables;True;True;False;733;2016;34;;
ViewCoze.com | Better Broadcasting;34;134;1;16;25000;0,00064;failed;Web;False;False;True;2;2016;59,57241898;;
WeBuyBlack.com Expanding To Include Service-Based Businesses;60;117;1;77256,32;70000;1,103661714;successful;Web;True;False;True;2487;2016;46,85155093;;
inlight - sensor LED lamp;25;123;0;6465,565649;28086,73175;0,2302;failed;Gadgets;False;False;False;187;2016;30;;
Marvle Boards - Low-Cost Electric Skateboard with 25MI Range;60;50;1;4642;30000;0,154733333;failed;Hardware;False;False;True;10;2016;30;;
Immersion Pro - Homebrew Fermentation System by BrewJacket;58;137;1;76988;65000;1,184430769;successful;Hardware;True;False;True;323;2016;30,38549769;;
Wifimity - Become Invisible With Just a Key Ring!;49;113;0;398095,4435;54125,9784;7,354979167;failed;Gadgets;False;False;False;30;2016;28;;
Boombotix Wireless Headphones with HYBRID Audio;47;92;1;41296;25000;1,65184;successful;Gadgets;True;False;True;407;2016;30;;
TrapTap - The World's Simplest Speed Trap Indicator;51;134;0;282635,068;64316,4672;4,394443294;successful;Gadgets;True;False;True;2697;2016;60;;
Shared Food Delivery Platform;29;135;1;1000;100000;0,01;failed;Software;False;False;True;1;2016;28,18861111;;
Trancit - All your delivery needs within one simple app.;56;130;0;138,7049227;76211,496;0,00182;failed;Apps;False;False;True;6;2016;60;;
Cerberus by Kimera Industries: The 18L, mATX, US-made case;58;135;1;56365;150000;0,375766667;failed;Hardware;False;False;True;186;2016;30,56269676;;
Warrior Ed;10;108;1;215;50000;0,0043;failed;Web;False;False;True;5;2016;30;;
A Lifesaving Idea...;20;135;1;50;50000;0,001;failed;Hardware;False;False;True;2;2016;30;;
Mimetic.Systems;15;125;1;0;100000;0;failed;Web;False;False;True;0;2016;60;;
ShowLight: The Ultimate Lighting Solution for Your Computer;59;134;1;5953;53700;0,110856611;failed;Web;False;False;True;43;2016;28,9759375;;
Brondell Swash | Intelligent Electronic Bidet Toilet Seat;57;130;1;159026;30000;5,300866667;successful;Hardware;True;False;True;320;2016;35;;
Sky Reach- Youth Space Initiative;33;121;1;9;150000;0,00006;failed;Flight;False;False;True;5;2016;60;;
DistractaGone - Find Focus Fast;31;130;0;34405,12292;44938,7708;0,7656;failed;Gadgets;False;False;False;565;2016;35;;
WeCO - The Collaborative Network For Change Makers;50;50;1;21758,11;75000;0,290108133;failed;Web;False;False;True;224;2016;30;;
Root - A robot to teach coding;30;135;1;397427;250000;1,589708;successful;Robots;True;True;True;1871;2016;36,504375;;
